design_id,censor_model,architecture,architecture_name,architecture_label,architecture_description,architecture_endpoint_pool,architecture_endpoint_rotation_period,architecture_endpoint_rotation_fraction,architecture_protocol_rotation_period,architecture_protocol_diversity,architecture_passive_separability,architecture_probe_confirmation,architecture_discovery_rate,architecture_collateral_weight,architecture_transport_overhead,architecture_provider_controls_plaintext,architecture_provider_controls_delivery,architecture_domestically_permitted,censor_name,censor_label,censor_path_control,censor_endpoint_control,censor_platform_control,censor_adaptive_training,censor_false_positive_cap,censor_probe_budget,censor_block_budget,censor_retrain_interval,censor_block_ttl,censor_reputation_threshold,censor_path_enforcement,censor_platform_filter_rate,network_name,network_label,network_latency_ms,network_jitter_ms,network_loss_rate,network_bandwidth_mbps
design-0007,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,30,7,0.25,4,0.302967242774833,0.2308843001893139,0.44568414860449534,0.22753171538109465,0.22,1.0794287354914291,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0012292677278879507,2,3,7,7,4,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0007,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,130,2,0.35,0,0.08079126473995547,0.36941488030290226,0.6536700846199265,0.13384218551829097,0.18,1.1538720965598037,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0012292677278879507,2,3,7,7,4,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0007,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,13,0,0.0,0,0.02019781618498887,0.11544215009465696,0.07428069143408256,0.04015265565548729,0.85,0.8933203328204932,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0012292677278879507,2,3,7,7,4,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0007,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.0302967242774833,0.34632645028397085,0.2674104891626972,0.7361320203506004,0.25,0.9305420133546805,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0012292677278879507,4,8,7,12,3,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0007,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",11,0,0.0,0,0.04039563236997774,0.4040475253312993,1.0,0.42829499365853113,0.08,1.0422070549572422,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0012292677278879507,4,8,7,12,3,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0007,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,30,7,0.25,4,0.302967242774833,0.2308843001893139,0.44568414860449534,0.22753171538109465,0.22,1.0794287354914291,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0012292677278879507,4,8,7,12,3,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0007,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,130,2,0.35,0,0.08079126473995547,0.36941488030290226,0.6536700846199265,0.13384218551829097,0.18,1.1538720965598037,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0012292677278879507,4,8,7,12,3,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0007,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,13,0,0.0,0,0.02019781618498887,0.11544215009465696,0.07428069143408256,0.04015265565548729,0.85,0.8933203328204932,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0012292677278879507,4,8,7,12,3,0.8279636750114807,0.768335838459476,robustness-mobile,Mobile-like,159.4781495841225,50.74304759494807,0.04883826984594722,18.514624756413173
design-0008,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,4,0,0.0,0,0.03421442836960139,0.242231495682846,0.13958762873584085,0.5231742769133958,0.25,1.0685466317480166,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0027852919250929047,0,0,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",7,0,0.0,0,0.04561923782613519,0.282603411629987,0.5583505149433634,0.3043923065677939,0.08,1.1967722275577786,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0027852919250929047,0,0,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,19,9,0.25,4,0.3421442836960139,0.16148766378856402,0.2326460478930681,0.16170841286414053,0.22,1.239514092827699,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0027852919250929047,0,0,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,81,2,0.35,0,0.09123847565227038,0.2583802620617024,0.3412142035764999,0.0951225958024356,0.18,1.3249978233675406,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0027852919250929047,0,0,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,8,0,0.0,0,0.022809618913067594,0.08074383189428201,0.03877434131551136,0.028536778740730677,0.85,1.0258047664780958,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0027852919250929047,0,0,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,4,0,0.0,0,0.03421442836960139,0.242231495682846,0.13958762873584085,0.5231742769133958,0.25,1.0685466317480166,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0027852919250929047,9,11,3,8,2,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",7,0,0.0,0,0.04561923782613519,0.282603411629987,0.5583505149433634,0.3043923065677939,0.08,1.1967722275577786,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0027852919250929047,9,11,3,8,2,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,19,9,0.25,4,0.3421442836960139,0.16148766378856402,0.2326460478930681,0.16170841286414053,0.22,1.239514092827699,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0027852919250929047,9,11,3,8,2,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,81,2,0.35,0,0.09123847565227038,0.2583802620617024,0.3412142035764999,0.0951225958024356,0.18,1.3249978233675406,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0027852919250929047,9,11,3,8,2,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,8,0,0.0,0,0.022809618913067594,0.08074383189428201,0.03877434131551136,0.028536778740730677,0.85,1.0258047664780958,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0027852919250929047,9,11,3,8,2,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,4,0,0.0,0,0.03421442836960139,0.242231495682846,0.13958762873584085,0.5231742769133958,0.25,1.0685466317480166,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0027852919250929047,2,4,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",7,0,0.0,0,0.04561923782613519,0.282603411629987,0.5583505149433634,0.3043923065677939,0.08,1.1967722275577786,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0027852919250929047,2,4,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,19,9,0.25,4,0.3421442836960139,0.16148766378856402,0.2326460478930681,0.16170841286414053,0.22,1.239514092827699,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0027852919250929047,2,4,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,81,2,0.35,0,0.09123847565227038,0.2583802620617024,0.3412142035764999,0.0951225958024356,0.18,1.3249978233675406,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0027852919250929047,2,4,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,8,0,0.0,0,0.022809618913067594,0.08074383189428201,0.03877434131551136,0.028536778740730677,0.85,1.0258047664780958,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0027852919250929047,2,4,3,4,4,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,4,0,0.0,0,0.03421442836960139,0.242231495682846,0.13958762873584085,0.5231742769133958,0.25,1.0685466317480166,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0027852919250929047,5,9,3,7,3,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",7,0,0.0,0,0.04561923782613519,0.282603411629987,0.5583505149433634,0.3043923065677939,0.08,1.1967722275577786,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0027852919250929047,5,9,3,7,3,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,19,9,0.25,4,0.3421442836960139,0.16148766378856402,0.2326460478930681,0.16170841286414053,0.22,1.239514092827699,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0027852919250929047,5,9,3,7,3,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,81,2,0.35,0,0.09123847565227038,0.2583802620617024,0.3412142035764999,0.0951225958024356,0.18,1.3249978233675406,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0027852919250929047,5,9,3,7,3,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0008,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,8,0,0.0,0,0.022809618913067594,0.08074383189428201,0.03877434131551136,0.028536778740730677,0.85,1.0258047664780958,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0027852919250929047,5,9,3,7,3,0.993746808330996,0.537882335290518,robustness-mobile,Mobile-like,95.88729529463299,30.509593957383224,0.03693118312065851,12.199603800615662
design-0009,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.026730516198833473,0.38744973729713,0.19588714327455836,0.8618439198149478,0.25,1.0557914509831583,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.001871947850552925,0,0,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.0356406882651113,0.45202469351331837,0.7835485730982334,0.5014364624377877,0.08,1.1824864251011373,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.001871947850552925,0,0,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,29,5,0.25,4,0.26730516198833476,0.2582998248647534,0.32647857212426395,0.2663881206700748,0.22,1.2247180831404636,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.001871947850552925,0,0,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,125,1,0.35,0,0.0712813765302226,0.4132797197836054,0.4788352391155872,0.15669889451180868,0.18,1.3091813992191164,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.001871947850552925,0,0,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.01782034413255565,0.1291499124323767,0.054413095354044,0.0470096683535426,0.85,1.013559792943832,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.001871947850552925,0,0,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.026730516198833473,0.38744973729713,0.19588714327455836,0.8618439198149478,0.25,1.0557914509831583,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.001871947850552925,9,11,3,13,2,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.0356406882651113,0.45202469351331837,0.7835485730982334,0.5014364624377877,0.08,1.1824864251011373,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.001871947850552925,9,11,3,13,2,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,29,5,0.25,4,0.26730516198833476,0.2582998248647534,0.32647857212426395,0.2663881206700748,0.22,1.2247180831404636,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.001871947850552925,9,11,3,13,2,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,125,1,0.35,0,0.0712813765302226,0.4132797197836054,0.4788352391155872,0.15669889451180868,0.18,1.3091813992191164,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.001871947850552925,9,11,3,13,2,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.01782034413255565,0.1291499124323767,0.054413095354044,0.0470096683535426,0.85,1.013559792943832,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.001871947850552925,9,11,3,13,2,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.026730516198833473,0.38744973729713,0.19588714327455836,0.8618439198149478,0.25,1.0557914509831583,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.001871947850552925,2,4,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.0356406882651113,0.45202469351331837,0.7835485730982334,0.5014364624377877,0.08,1.1824864251011373,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.001871947850552925,2,4,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,29,5,0.25,4,0.26730516198833476,0.2582998248647534,0.32647857212426395,0.2663881206700748,0.22,1.2247180831404636,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.001871947850552925,2,4,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,125,1,0.35,0,0.0712813765302226,0.4132797197836054,0.4788352391155872,0.15669889451180868,0.18,1.3091813992191164,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.001871947850552925,2,4,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.01782034413255565,0.1291499124323767,0.054413095354044,0.0470096683535426,0.85,1.013559792943832,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.001871947850552925,2,4,3,6,4,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.026730516198833473,0.38744973729713,0.19588714327455836,0.8618439198149478,0.25,1.0557914509831583,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.001871947850552925,5,9,3,11,3,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.0356406882651113,0.45202469351331837,0.7835485730982334,0.5014364624377877,0.08,1.1824864251011373,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.001871947850552925,5,9,3,11,3,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,29,5,0.25,4,0.26730516198833476,0.2582998248647534,0.32647857212426395,0.2663881206700748,0.22,1.2247180831404636,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.001871947850552925,5,9,3,11,3,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,125,1,0.35,0,0.0712813765302226,0.4132797197836054,0.4788352391155872,0.15669889451180868,0.18,1.3091813992191164,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.001871947850552925,5,9,3,11,3,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0009,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.01782034413255565,0.1291499124323767,0.054413095354044,0.0470096683535426,0.85,1.013559792943832,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.001871947850552925,5,9,3,11,3,0.9711312329695567,0.961079100621796,robustness-mobile,Mobile-like,127.1500144407216,40.456822776593235,0.024587788846008558,18.07681853936797
design-0010,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.044199074455199015,0.21251889327306048,0.1930009101818575,0.9015367287618844,0.25,0.9238010851380427,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.003698389657560502,0,0,6,4,4,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
design-0010,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",12,0,0.0,0,0.05893209927359869,0.24793870881857055,0.77200364072743,0.5245304603705508,0.08,1.0346572153546079,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.003698389657560502,0,0,6,4,4,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
design-0010,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,33,4,0.25,4,0.4419907445519901,0.14167926218204033,0.3216681836364292,0.2786568070718552,0.22,1.0716092587601296,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.003698389657560502,0,0,6,4,4,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
design-0010,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,142,1,0.35,0,0.11786419854719737,0.2266868194912645,0.47178000266676284,0.16391576886579717,0.18,1.145513345571173,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.003698389657560502,0,0,6,4,4,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
design-0010,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,14,0,0.0,0,0.029466049636799344,0.07083963109102016,0.05361136393940487,0.049174730659739145,0.85,0.886849041732521,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.003698389657560502,0,0,6,4,4,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
design-0010,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,7,0,0.0,0,0.044199074455199015,0.21251889327306048,0.1930009101818575,0.9015367287618844,0.25,0.9238010851380427,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.003698389657560502,16,19,6,9,2,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
design-0010,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",12,0,0.0,0,0.05893209927359869,0.24793870881857055,0.77200364072743,0.5245304603705508,0.08,1.0346572153546079,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.003698389657560502,16,19,6,9,2,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
design-0010,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,33,4,0.25,4,0.4419907445519901,0.14167926218204033,0.3216681836364292,0.2786568070718552,0.22,1.0716092587601296,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.003698389657560502,16,19,6,9,2,0.8493444791606699,0.5463408911278255,robustness-mobile,Mobile-like,123.41891571059367,39.26965499882526,0.030215816334839374,14.364838130034032
